Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2019-02-04,Velvet Buzzsaw,2019,https://boxd.it/DbONv,4,,,2019-02-03
2019-02-10,The Sixth Sense,1999,https://boxd.it/Dvp5N,4,,,2019-02-09
2019-02-11,Hostel,2005,https://boxd.it/Dzrnn,1,,,2019-02-10
2019-02-12,Overlord,2018,https://boxd.it/DCzbv,3.5,,,2019-02-11
2019-02-14,Drive,2011,https://boxd.it/DIKLV,4.5,,,2019-02-13
2019-02-16,Green Book,2018,https://boxd.it/DO1Sp,4,,,2019-02-15
2019-02-18,West Side Story,1961,https://boxd.it/DUHYh,1,,,2019-02-17
2019-02-26,Bao,2018,https://boxd.it/EmLRZ,4,,,2019-02-25
2019-03-10,Spirited Away,2001,https://boxd.it/EZumj,4.5,,,2019-03-09
2019-03-15,Vice,2018,https://boxd.it/FfS2p,2.5,,,2019-03-14
2019-03-16,Kiki's Delivery Service,1989,https://boxd.it/FiMP7,4.5,,,2019-03-15
2019-03-18,The Big Short,2015,https://boxd.it/Fqf6J,4.5,,,2019-03-17
2019-03-23,Tau,2018,https://boxd.it/FEpi9,3,,,2019-03-22
2019-05-11,Shazam!,2019,https://boxd.it/HZUDx,3,,,2019-05-10
2019-09-06,Cube,1997,https://boxd.it/NZKgd,4,,,2019-09-02
2019-09-06,Zodiac,2007,https://boxd.it/NZ3Th,4,Yes,,2019-09-03
2019-09-06,Four Weddings and a Funeral,1994,https://boxd.it/O0a7h,3.5,,,2019-09-05
2019-09-10,Hereditary,2018,https://boxd.it/OdSfF,4.5,,,2019-09-09
2019-09-12,It,2017,https://boxd.it/OjLJZ,4,,,2019-09-11
2019-09-15,Warrior,2011,https://boxd.it/OsKW7,3.5,,,2019-09-14
2019-09-20,John Wick: Chapter 2,2017,https://boxd.it/OIKo7,4,,,2019-09-19
2019-09-21,It Chapter Two,2019,https://boxd.it/OKZdH,3,,,2019-09-20
2019-09-23,Prisoners,2013,https://boxd.it/OUGyB,4.5,,,2019-09-23
2019-09-25,Chain Reaction,1996,https://boxd.it/P0v0l,2,,,2019-09-25
2019-09-26,The Room,2003,https://boxd.it/P2dfB,1,,,2019-09-26
2019-09-28,Microwave Massacre,1979,https://boxd.it/P7epd,0.5,,,2019-09-27
2019-09-29,Ready or Not,2019,https://boxd.it/Paohz,2.5,,,2019-09-28
2019-10-08,Joker,2019,https://boxd.it/PHNXL,4.5,,,2019-10-08
2019-10-20,Inner Workings,2016,https://boxd.it/QooQ7,3.5,,,2019-10-19
2019-10-20,Moana,2016,https://boxd.it/QoFj5,4,,,2019-10-19
2019-10-20,Terminator 3: Rise of the Machines,2003,https://boxd.it/QqG45,2.5,,,2019-10-20
2019-10-21,Wind River,2017,https://boxd.it/QvkYb,4.5,,,2019-10-21
2019-10-29,Brightburn,2019,https://boxd.it/QXAL9,2.5,,,2019-10-28
2019-11-05,Arrival,2016,https://boxd.it/Rpo7n,5,Yes,,2019-11-05
2019-11-09,Up in the Air,2009,https://boxd.it/RDc2j,4,,,2019-11-09
2019-11-17,How to Train Your Dragon,2010,https://boxd.it/S5PAZ,4,,,2019-11-16
2019-11-19,Rush,2013,https://boxd.it/SeYWD,4,,,2019-11-19
2019-11-26,Ford v Ferrari,2019,https://boxd.it/SEYDt,5,,,2019-11-26
2019-12-01,In Bruges,2008,https://boxd.it/SWVsN,2.5,,,2019-11-30
2019-12-03,Home Alone,1990,https://boxd.it/T6c0z,4,,,2019-12-02
2019-12-04,Jumper,2008,https://boxd.it/TaxpN,2,,,2019-12-03
2019-12-06,Die Hard,1988,https://boxd.it/ThzJz,3,,,2019-12-05
2019-12-07,Kill Bill: Vol. 1,2003,https://boxd.it/TkVpH,4,,,2019-12-06
2019-12-08,Knives Out,2019,https://boxd.it/Tox6J,4.5,,,2019-12-07
2019-12-09,Dredd,2012,https://boxd.it/TtKGl,3,,,2019-12-08
2019-12-16,Chef,2014,https://boxd.it/TVFkv,4,,,2019-12-15
2019-12-18,Spectre,2015,https://boxd.it/U5GOB,3,,,2019-12-18
2019-12-19,Wind River,2017,https://boxd.it/U7Aap,4.5,Yes,,2019-12-18
2019-12-22,Paddington,2014,https://boxd.it/UkTuT,4,,,2019-12-21
2019-12-25,Blackadder's Christmas Carol,1988,https://boxd.it/UAlAv,4,,,2019-12-24
2019-12-26,Klaus,2019,https://boxd.it/UDAob,4,,,2019-12-25
2019-12-27,Amélie,2001,https://boxd.it/ULSEx,4,,,2019-12-26
2019-12-29,Star Wars: The Rise of Skywalker,2019,https://boxd.it/UXuLN,3,,,2019-12-28
2019-12-30,Cats,2019,https://boxd.it/V2ned,2,,,2019-12-29
2019-12-31,Parasite,2019,https://boxd.it/V8Eor,4,,,2019-12-30
2020-01-02,Mission: Impossible – Fallout,2018,https://boxd.it/Vn0H9,4,,,2020-01-01
2020-01-03,Paddington 2,2017,https://boxd.it/VuY3d,4,,,2020-01-02
2020-01-28,Hoodwinked!,2005,https://boxd.it/XR4lp,4.5,,,2020-01-27
2020-02-03,1917,2019,https://boxd.it/YlF4v,4.5,,,2020-02-01
2020-02-07,Jojo Rabbit,2019,https://boxd.it/YGozt,4.5,,,2020-02-06
2020-02-10,Whiplash,2014,https://boxd.it/YZ3Q7,5,,,2020-02-09
2020-02-14,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/ZjnH5,4,,,2020-02-13
2020-02-16,Cars 3,2017,https://boxd.it/ZtpbP,4,,,2020-02-15
2020-02-17,Interstellar,2014,https://boxd.it/ZCyM9,3.5,,,2020-02-17
2020-02-19,The Big Short,2015,https://boxd.it/ZNBPH,4,Yes,,2020-02-18
2020-02-24,The Current War,2017,https://boxd.it/10crdD,2.5,,,2020-02-23
2020-02-26,Sonic the Hedgehog,2020,https://boxd.it/10obKF,2.5,,,2020-02-25
2020-03-02,Children of Men,2006,https://boxd.it/10NPsV,4.5,,,2020-03-01
2020-03-07,Uncut Gems,2019,https://boxd.it/11a29L,3,,,2020-03-06
2020-03-17,Chicago,2002,https://boxd.it/11XBJx,5,,,2020-03-16
2020-03-20,Star Trek Into Darkness,2013,https://boxd.it/12ecGx,3,,,2020-03-19
2020-03-21,Ender's Game,2013,https://boxd.it/12n4H1,2.5,,,2020-03-20
2020-03-24,The Invisible Man,2020,https://boxd.it/12GjiX,4.5,,,2020-03-23
2020-03-25,Jojo Rabbit,2019,https://boxd.it/12LMfX,4,Yes,,2020-03-24
2020-03-26,Upgrade,2018,https://boxd.it/12TYOh,4,,,2020-03-25
2020-03-27,The Lobster,2015,https://boxd.it/130bGR,3,,,2020-03-26
2020-03-29,Ad Astra,2019,https://boxd.it/13f6hH,4.5,,,2020-03-28
2020-03-30,Now You See Me 2,2016,https://boxd.it/13nUwt,2.5,,,2020-03-29
2020-03-31,Batman Begins,2005,https://boxd.it/13v9fr,4,,,2020-03-30
2020-04-01,The Dark Knight,2008,https://boxd.it/13CPm9,4.5,Yes,,2020-03-31
2020-04-05,The Dark Knight Rises,2012,https://boxd.it/14a7R1,4,,,2020-04-05
2020-04-06,Knives Out,2019,https://boxd.it/14effH,4.5,Yes,,2020-04-05
2020-04-08,War for the Planet of the Apes,2017,https://boxd.it/14tRA9,3.5,,,2020-04-08
2020-04-09,The Machinist,2004,https://boxd.it/14AeZj,3,,,2020-04-08
2020-04-10,The Gentlemen,2019,https://boxd.it/14GCi1,4.5,,,2020-04-09
2020-04-11,TRON: Legacy,2010,https://boxd.it/14PLqr,3,,,2020-04-10
2020-04-14,Thief,1981,https://boxd.it/15gSjB,3,,,2020-04-12
2020-04-14,Signs,2002,https://boxd.it/15gQKl,2.5,,,2020-04-13
2020-04-15,Enemy,2013,https://boxd.it/15oRhZ,3.5,,,2020-04-14
2020-04-16,Spirited Away,2001,https://boxd.it/15Ad7f,4,Yes,,2020-04-15
2020-04-17,Gone Girl,2014,https://boxd.it/15Dvl1,4.5,,,2020-04-16
2020-04-18,Whiplash,2014,https://boxd.it/15JYJt,5,Yes,,2020-04-17
2020-04-21,A Ghost Story,2017,https://boxd.it/168VgN,3,,,2020-04-20
2020-04-29,Kung Fu Panda 2,2011,https://boxd.it/177miB,2.5,,,2020-04-28
2020-05-09,Atomic Blonde,2017,https://boxd.it/18kF3P,2.5,,,2020-05-08
2020-05-11,Shame,2011,https://boxd.it/18AVZR,3.5,,,2020-05-10
2020-05-12,Sicario: Day of the Soldado,2018,https://boxd.it/18J8Rx,3,,,2020-05-11
2020-05-13,Bad Education,2019,https://boxd.it/18PMCz,4.5,,,2020-05-12
2020-05-15,Annihilation,2018,https://boxd.it/192XyJ,4,,,2020-05-14
2020-05-18,Jumanji: Welcome to the Jungle,2017,https://boxd.it/19oGLF,2.5,,,2020-05-17
2020-05-23,Widows,2018,https://boxd.it/19XC3J,4.5,,,2020-05-22
2020-05-25,Dune,1984,https://boxd.it/1adTDV,2,,,2020-05-24
2020-05-26,Treasure Planet,2002,https://boxd.it/1alCMx,4,,,2020-05-25
2020-05-27,First Reformed,2017,https://boxd.it/1asxS5,3.5,,plex,2020-05-26
2020-05-29,Man of Steel,2013,https://boxd.it/1aIQtP,3.5,,,2020-05-28
2020-05-30,Argo,2012,https://boxd.it/1aLY8B,4,,,2020-05-29
2020-06-01,Batman v Superman: Dawn of Justice,2016,https://boxd.it/1b03rV,2.5,,,2020-05-31
2020-06-02,Captain Phillips,2013,https://boxd.it/1b6gfv,5,,,2020-06-01
2020-06-03,Rise of the Planet of the Apes,2011,https://boxd.it/1bc32l,3.5,,,2020-06-02
2020-06-07,Game Night,2018,https://boxd.it/1bBbZb,3,,,2020-06-06
2020-06-09,Sliding Doors,1998,https://boxd.it/1bQUQN,2.5,,,2020-06-08
2020-06-10,Steve Jobs,2015,https://boxd.it/1bX9Jz,5,,,2020-06-09
2020-06-17,You Were Never Really Here,2017,https://boxd.it/1cGIZR,3,,,2020-06-16
2020-06-18,A Monster Calls,2016,https://boxd.it/1cMHgD,4,,,2020-06-17
2020-06-20,Frank,2014,https://boxd.it/1cYxLZ,4,,,2020-06-19
2020-06-22,Tomb Raider,2018,https://boxd.it/1dbW5F,2.5,,,2020-06-21
2020-06-25,The Vast of Night,2019,https://boxd.it/1dtXtJ,4.5,,,2020-06-24
2020-06-26,Unbreakable,2000,https://boxd.it/1dzs41,3,,,2020-06-25
2020-06-28,Glass,2019,https://boxd.it/1dL1pP,3.5,Yes,,2020-06-27
2020-06-29,Mortal Engines,2018,https://boxd.it/1dS3GR,2.5,,,2020-06-28
2020-07-07,Searching,2018,https://boxd.it/1eHBHL,4.5,,,2020-07-06
2020-07-10,Bait,2019,https://boxd.it/1eZctZ,4.5,,,2020-07-09
2020-07-11,Your Name.,2016,https://boxd.it/1f5Erf,5,,,2020-07-10
2020-07-14,Palm Springs,2020,https://boxd.it/1fq59d,4.5,,,2020-07-13
2020-07-17,The Gentlemen,2019,https://boxd.it/1fLhIh,4,Yes,,2020-07-16
2020-07-18,Snatch,2000,https://boxd.it/1fRkOp,3,,,2020-07-17
2020-07-19,Yesterday,2019,https://boxd.it/1fXADf,4,,,2020-07-18
2020-07-19,Kingsman: The Secret Service,2014,https://boxd.it/1g1UR5,3.5,Yes,,2020-07-19
2020-07-21,Kingsman: The Golden Circle,2017,https://boxd.it/1gaJ4p,2.5,,,2020-07-20
2020-07-25,Cloverfield,2008,https://boxd.it/1gzgJt,3.5,,,2020-07-24
2020-07-27,Up in the Air,2009,https://boxd.it/1gMZKR,4,Yes,,2020-07-26
2020-07-28,Sicario,2015,https://boxd.it/1gV13B,4.5,Yes,,2020-07-27
2020-07-30,Tag,2018,https://boxd.it/1h667Z,2,,,2020-07-29
2020-07-31,American Animals,2018,https://boxd.it/1hc2qP,4,,,2020-07-30
2020-08-02,Catch Me If You Can,2002,https://boxd.it/1hoaEf,4.5,Yes,,2020-08-01
2020-08-05,Election,1999,https://boxd.it/1hMqVT,3.5,,plex,2020-08-04
2020-08-07,Dunkirk,2017,https://boxd.it/1hUJJ9,4.5,,bluray,2020-08-06
2020-08-08,Crazy Rich Asians,2018,https://boxd.it/1i0qfh,3.5,,cinehub,2020-08-07
2020-08-09,Predestination,2014,https://boxd.it/1i7a8X,3,,,2020-08-08
2020-08-10,Collateral,2004,https://boxd.it/1ifdSl,2.5,,plex,2020-08-09
2020-08-12,V for Vendetta,2005,https://boxd.it/1isBXZ,3.5,Yes,,2020-08-11
2020-08-15,Slow West,2015,https://boxd.it/1iL0SV,3.5,,plex,2020-08-14
2020-08-16,True Grit,2010,https://boxd.it/1iPMJv,3.5,,,2020-08-15
2020-08-17,Watchmen,2009,https://boxd.it/1iZgO9,3.5,,bluray,2020-08-16
2020-08-20,Solo: A Star Wars Story,2018,https://boxd.it/1jhyqZ,2.5,,,2020-08-19
2020-08-25,Derren Brown: Pushed to the Edge,2016,https://boxd.it/1jNLPH,3.5,,netflix,2020-08-24
2020-08-31,Get Duked!,2019,https://boxd.it/1koSHz,2,,,2020-08-30
2020-09-05,Tenet,2020,https://boxd.it/1l0yJV,4.5,,cinema,2020-09-05
2020-09-06,Never Let Me Go,2010,https://boxd.it/1l3Cgp,3.5,,plex,2020-09-05
2020-09-10,The Social Dilemma,2020,https://boxd.it/1lwNrB,3.5,,netflix,2020-09-09
2020-09-15,Juno,2007,https://boxd.it/1m3b3x,3.5,,,2020-09-14
2020-09-17,Nocturnal Animals,2016,https://boxd.it/1meMtT,3.5,,plex,2020-09-16
2020-09-24,The Girl Who Leapt Through Time,2006,https://boxd.it/1mWrPH,3.5,,plex,2020-09-23
2020-09-28,Call Me by Your Name,2017,https://boxd.it/1nlhRj,4,,plex,2020-09-27
2020-09-28,Enola Holmes,2020,https://boxd.it/1npSdt,2.5,,netflix,2020-09-28
2020-10-04,The Guest,2014,https://boxd.it/1nWuar,3,,plex,2020-10-03
2020-10-04,ERASED,2016,https://boxd.it/1o1Mcb,4,,prime,2020-10-04
2020-10-08,12 Angry Men,1957,https://boxd.it/1opdef,5,,plex,2020-10-07
2020-10-10,Monty Python and the Holy Grail,1975,https://boxd.it/1oB8eX,3.5,,dvd,2020-10-09
2020-10-11,Angel Beats!,2010,https://boxd.it/1oMHm5,4,,netflix,2020-10-11
2020-10-13,Spotlight,2015,https://boxd.it/1oXAwf,4,,dvd,2020-10-12
2020-10-16,Panic Room,2002,https://boxd.it/1peOf7,4,,netflix,2020-10-15
2020-10-17,The American,2010,https://boxd.it/1pkHWv,3,,,2020-10-16
2020-10-20,The Accountant,2016,https://boxd.it/1pHHPP,3.5,,plex,2020-10-19
2020-10-22,Se7en,1995,https://boxd.it/1pTU2l,4.5,,plex,2020-10-21
2020-10-23,Dark Waters,2019,https://boxd.it/1q0ho7,4.5,,plex,2020-10-22
2020-10-26,Phantom Thread,2017,https://boxd.it/1qslNL,4.5,,plex,2020-10-26
2020-10-28,The Favourite,2018,https://boxd.it/1qAB99,3.5,,plex,2020-10-27
2020-10-29,The Descent,2005,https://boxd.it/1qJbLz,3,,cinehub,2020-10-28
2020-10-31,It Follows,2014,https://boxd.it/1qXjK3,3,,plex,2020-10-30
2020-11-01,Drive,2011,https://boxd.it/1r2BPb,4,Yes,plex,2020-10-31
2020-11-01,The Life Aquatic with Steve Zissou,2004,https://boxd.it/1r5gWV,3.5,,plex,2020-10-31
2020-11-02,Train to Busan,2016,https://boxd.it/1rfmjZ,4,,dvd,2020-11-01
2020-11-03,The Queen's Gambit,2020,https://boxd.it/1rmhFP,5,,netflix,2020-11-02
2020-11-03,The Cloverfield Paradox,2018,https://boxd.it/1rn33T,2,,netflix,2020-11-02
2020-11-04,Insomnia,2002,https://boxd.it/1rtMpn,4,,plex,2020-11-03
2020-11-05,Emma.,2020,https://boxd.it/1rypCD,3.5,,plex,2020-11-04
2020-11-06,Pan's Labyrinth,2006,https://boxd.it/1rEBZr,3.5,,dvd,2020-11-05
2020-11-07,Twelve Monkeys,1995,https://boxd.it/1rJDu1,3.5,,plex,2020-11-06
2020-11-08,The Greatest Showman,2017,https://boxd.it/1rPk8x,3.5,,plex,2020-11-07
2020-11-11,'71,2014,https://boxd.it/1s93rx,4,,,2020-11-10
2020-11-14,The Hunt,2012,https://boxd.it/1spFvf,5,,prime,2020-11-13
2020-11-16,Looper,2012,https://boxd.it/1sEagj,3.5,,plex,2020-11-15
2020-11-19,The Founder,2016,https://boxd.it/1sVJZ3,3,,prime,2020-11-18
2020-11-20,Possessor,2020,https://boxd.it/1t0YPH,3,,plex,2020-11-19
2020-11-23,Arrival,2016,https://boxd.it/1tjcXh,5,Yes,plex,2020-11-22
2020-11-26,The Meyerowitz Stories (New and Selected),2017,https://boxd.it/1tF9RT,4.5,,plex,2020-11-25
2020-11-27,X-Men: Days of Future Past,2014,https://boxd.it/1tLxA5,4,Yes,plex,2020-11-26
2020-12-02,The Undoing,2020,https://boxd.it/1umqV5,3.5,,,2020-12-01
2020-12-04,Ocean's Eleven,2001,https://boxd.it/1uyzMZ,3.5,,plex,2020-12-03
2020-12-06,The Thing,1982,https://boxd.it/1uNaJ7,4,,plex,2020-12-05
2020-12-08,Jack Reacher,2012,https://boxd.it/1v4qsb,3,,netflix,2020-12-07
2020-12-13,Nimic,2019,https://boxd.it/1vyPGH,3.5,,plex,2020-12-12
2020-12-21,Another Round,2020,https://boxd.it/1wv27h,4.5,,plex,2020-12-20
2020-12-22,Last Christmas,2019,https://boxd.it/1wBVez,3,,,2020-12-21
2020-12-23,50/50,2011,https://boxd.it/1wJYkh,3.5,,netflix,2020-12-22
2020-12-24,A Charlie Brown Christmas,1965,https://boxd.it/1wRctL,2,,,2020-12-23
2020-12-25,FX's A Christmas Carol,2019,https://boxd.it/1x0BWL,4,,plex,2020-12-24
2020-12-26,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/1x7QaV,4.5,,,2020-12-25
2020-12-27,Jumanji,1995,https://boxd.it/1xjMmd,3.5,,tv,2020-12-26
2020-12-27,Soul,2020,https://boxd.it/1xlCkP,4.5,,plex,2020-12-26
2020-12-28,The Thing,2011,https://boxd.it/1xy2vX,3,,plex,2020-12-27
2020-12-29,The Midnight Sky,2020,https://boxd.it/1xK5Rr,2.5,,netflix,2020-12-28
2020-12-31,Good Time,2017,https://boxd.it/1y3uMz,4,,plex,2020-12-30
2021-01-01,Prospect,2018,https://boxd.it/1yeMCT,4,,plex,2020-12-31
2021-01-03,X-Men: Apocalypse,2016,https://boxd.it/1yEgbX,2,,plex,2021-01-02
2021-01-04,Serenity,2005,https://boxd.it/1yT88L,4,,plex,2021-01-03
2021-01-05,Logan Lucky,2017,https://boxd.it/1z44X3,2.5,,prime,2021-01-04
2021-01-09,Greed,2019,https://boxd.it/1zCDpN,3,,dvd,2021-01-08
2021-01-10,Pitch Black,2000,https://boxd.it/1zLMkF,3.5,,plex,2021-01-09
2021-01-12,Taxi,1998,https://boxd.it/1A6JJ5,3,,prime,2021-01-11
2021-01-13,Headhunters,2011,https://boxd.it/1Agm9N,3.5,,plex,2021-01-12
2021-01-15,John Wick: Chapter 3 – Parabellum,2019,https://boxd.it/1AAolL,3,,netflix,2021-01-14
2021-01-19,Sputnik,2020,https://boxd.it/1BgfAL,3.5,,netflix,2021-01-18
2021-01-20,Redline,2009,https://boxd.it/1BoSdH,4,,,2021-01-19
2021-01-21,Captain Fantastic,2016,https://boxd.it/1BxOHL,3.5,,,2021-01-20
2021-01-22,Locke,2013,https://boxd.it/1BEzQH,3.5,,prime,2021-01-21
2021-01-24,Limitless,2011,https://boxd.it/1BXbw7,3,,netflix,2021-01-23
2021-01-25,Dredd,2012,https://boxd.it/1C8ux1,3,Yes,netflix,2021-01-24
2021-01-26,Hellboy,2004,https://boxd.it/1Chsxr,2.5,,plex,2021-01-25
2021-01-27,The Other Guys,2010,https://boxd.it/1Co07f,2.5,,,2021-01-26
2021-01-29,Hellboy II: The Golden Army,2008,https://boxd.it/1CEjzJ,4,,netflix,2021-01-28
2021-01-30,The Dig,2021,https://boxd.it/1CKIcR,3.5,,netflix,2021-01-29
2021-01-31,Sorry to Bother You,2018,https://boxd.it/1CU7ZR,4,,netflix,2021-01-30
2021-02-05,Darkman,1990,https://boxd.it/1DEdeT,2,,netflix,2021-02-04
2021-02-06,Hope Gap,2019,https://boxd.it/1DLJpN,2,,netflix,2021-02-05
2021-02-07,Greenland,2020,https://boxd.it/1DVMsF,3,,prime,2021-02-06
2021-02-08,Arlington Road,1999,https://boxd.it/1E6FGd,4,,prime,2021-02-07
2021-02-12,X-Men: First Class,2011,https://boxd.it/1ECtMd,3.5,Yes,plex,2021-02-11
2021-02-16,Hotel Artemis,2018,https://boxd.it/1FfbqL,2,,netflix,2021-02-15
2021-02-18,The Spy Gone North,2018,https://boxd.it/1Fw1QX,3.5,,prime,2021-02-17
2021-02-21,I Care a Lot,2020,https://boxd.it/1FXzsT,3,,prime,2021-02-20
2021-02-22,What If,2013,https://boxd.it/1G8QVF,3.5,,netflix,2021-02-21
2021-02-23,The Garden of Words,2013,https://boxd.it/1GhVjf,4,,plex,2021-02-22
2021-02-24,Coco,2017,https://boxd.it/1Gpys5,4,,plex,2021-02-23
2021-02-25,Inside Man,2006,https://boxd.it/1Gx8sJ,4,,netflix,2021-02-24
2021-02-26,Slumdog Millionaire,2008,https://boxd.it/1GEnsN,4,,,2021-02-25
2021-02-27,The Departed,2006,https://boxd.it/1GLQVD,4,,,2021-02-26
2021-03-01,Sound of Metal,2019,https://boxd.it/1H5nhf,4.5,,plex,2021-02-28
2021-03-02,Sully,2016,https://boxd.it/1Hd3sj,4,,prime,2021-03-01
2021-03-03,The Report,2019,https://boxd.it/1HljQR,3.5,,,2021-03-02
2021-03-04,Zero Dark Thirty,2012,https://boxd.it/1HsZ29,3.5,,plex,2021-03-03
2021-03-06,WandaVision,2021,https://boxd.it/1HF2tL,3,,plex,2021-03-05
2021-03-06,Punch-Drunk Love,2002,https://boxd.it/1HH0sb,3,,,2021-03-05
2021-03-08,The Place Beyond the Pines,2012,https://boxd.it/1I2fDl,3.5,,,2021-03-07
2021-03-09,Raya and the Last Dragon,2021,https://boxd.it/1I9VrZ,3.5,,,2021-03-08
2021-03-10,The Game,1997,https://boxd.it/1IhWph,4,,,2021-03-09
2021-03-14,Elizabeth,1998,https://boxd.it/1IKRSV,3,,,2021-03-13
2021-03-15,The Shining,1980,https://boxd.it/1ISQhF,4.5,,,2021-03-14
2021-03-16,Doctor Sleep,2019,https://boxd.it/1J3G7x,4,,,2021-03-15
2021-03-18,Mississippi Grind,2015,https://boxd.it/1Jj9en,2.5,,,2021-03-17
2021-03-20,The Falcon and the Winter Soldier,2021,https://boxd.it/1JE0tF,,Yes,,2021-03-19
2021-03-21,Zack Snyder's Justice League,2021,https://boxd.it/1JJzz9,4,,,2021-03-20
2021-03-25,Kick-Ass,2010,https://boxd.it/1Ki961,3,Yes,,2021-03-24
2021-03-26,Aniara,2018,https://boxd.it/1Kpxed,3,,,2021-03-25
2021-03-27,Starter for 10,2006,https://boxd.it/1KvGOB,3.5,,,2021-03-26
2021-03-29,Logan's Run,1976,https://boxd.it/1KPJPH,3,,,2021-03-28
2021-03-30,Fargo,1996,https://boxd.it/1KYK8R,3.5,,,2021-03-29
2021-03-31,Shazam!,2019,https://boxd.it/1L6Q2r,3.5,Yes,,2021-03-30
2021-04-04,The Maze Runner,2014,https://boxd.it/1LG3fD,3.5,Yes,,2021-04-03
2021-04-06,Maze Runner: The Scorch Trials,2015,https://boxd.it/1M0z9R,3,,,2021-04-05
2021-04-08,Face/Off,1997,https://boxd.it/1MibFv,4.5,,,2021-04-07
2021-04-08,OPAL,2020,https://boxd.it/1MlWQB,3.5,,,2021-04-08
2021-04-10,Withnail & I,1987,https://boxd.it/1MyldX,3.5,,,2021-04-09
2021-04-16,Page Eight,2011,https://boxd.it/1NsdJN,3,,,2021-04-15
2021-04-19,Maze Runner: The Death Cure,2018,https://boxd.it/1NTvBB,2,,,2021-04-18
2021-04-21,Spectral,2016,https://boxd.it/1ObJXn,2,,,2021-04-20
2021-04-22,Cast Away,2000,https://boxd.it/1Oju8v,4,,,2021-04-21
2021-04-24,The Falcon and the Winter Soldier,2021,https://boxd.it/1OwrP3,2.5,Yes,,2021-04-23
2021-04-25,Stowaway,2021,https://boxd.it/1OJWcd,3,,,2021-04-24
2021-04-28,Nobody,2021,https://boxd.it/1PdbWD,3.5,,,2021-04-27
2021-04-29,Ani*Kuri15: Good Morning,2007,https://boxd.it/1PnI3h,,,,2021-04-29
2021-05-01,The Courier,2020,https://boxd.it/1PzyWv,3.5,,,2021-04-30
2021-05-02,Only the Brave,2017,https://boxd.it/1PISqH,4,,,2021-05-01
2021-05-09,Giri/Haji,2019,https://boxd.it/1QGS21,4,,,2021-05-08
2021-05-14,The History of Future Folk,2012,https://boxd.it/1RlLqn,2.5,,,2021-05-13
2021-05-15,Take Shelter,2011,https://boxd.it/1RtICr,4.5,,,2021-05-14
2021-05-16,The Year Earth Changed,2021,https://boxd.it/1RDDfx,4,,,2021-05-15
2021-05-16,Terror in Resonance,2014,https://boxd.it/1RHJB3,3.5,,,2021-05-16
2021-05-17,I Am Legend,2007,https://boxd.it/1RN6YT,3.5,,,2021-05-16
2021-05-20,The Way Back,2020,https://boxd.it/1SaDAV,3.5,,,2021-05-19
2021-05-24,Molly's Game,2017,https://boxd.it/1SHEgD,3.5,,,2021-05-23
2021-05-25,Dawn of the Planet of the Apes,2014,https://boxd.it/1SQ0fN,3.5,,,2021-05-24
2021-05-27,Promising Young Woman,2020,https://boxd.it/1T5fTD,3,,,2021-05-26
2021-05-28,Oxygen,2021,https://boxd.it/1Tcsdp,3.5,,,2021-05-27
2021-05-29,Army of the Dead,2021,https://boxd.it/1TjI8f,2.5,,,2021-05-28
2021-05-31,A Quiet Place,2018,https://boxd.it/1TBVhv,4,Yes,everyman reigate,2021-05-30
2021-05-31,A Quiet Place Part II,2020,https://boxd.it/1TDlLt,4,,everyman reigate,2021-05-30
2021-06-01,Slaughterbots,2017,https://boxd.it/1TLROZ,3,,,2021-05-31
2021-06-06,The Daytrippers,1996,https://boxd.it/1Uqltn,4,,,2021-06-05
2021-06-18,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,https://boxd.it/1VXxTH,4,,,2021-06-17
2021-06-20,Soul,2020,https://boxd.it/1WcVoX,4.5,Yes,,2021-06-19
2021-06-20,Piper,2016,https://boxd.it/1Wdq1Z,4,,,2021-06-19
2021-06-22,Little Miss Sunshine,2006,https://boxd.it/1Wv9aB,3.5,,,2021-06-21
2021-06-29,The Wolverine,2013,https://boxd.it/1Xonuv,3.5,Yes,,2021-06-28
2021-07-01,The Devil Wears Prada,2006,https://boxd.it/1XBZ8N,4,,,2021-06-30
2021-07-01,Haywire,2011,https://boxd.it/1XCI1R,2.5,,,2021-06-30
2021-07-02,No Sudden Move,2021,https://boxd.it/1XL1Ef,3.5,,,2021-07-01
2021-07-03,The Tomorrow War,2021,https://boxd.it/1XT4fj,3.5,,,2021-07-02
2021-07-04,The Great Gatsby,2013,https://boxd.it/1XYFSn,2,,,2021-07-03
2021-07-07,The Talented Mr. Ripley,1999,https://boxd.it/1Yx2nl,4.5,,,2021-07-06
2021-07-09,The Informant!,2009,https://boxd.it/1YMNeZ,3.5,,,2021-07-08
2021-07-11,Black Widow,2021,https://boxd.it/1Z6e3R,3,,,2021-07-10
2021-07-15,Loki,2021,https://boxd.it/1ZGiY5,3,,,2021-07-14
2021-07-16,The Girl with the Dragon Tattoo,2011,https://boxd.it/1ZQ7PL,4.5,,,2021-07-15
2021-07-17,Murder Mystery,2019,https://boxd.it/1ZZyb7,2,,,2021-07-16
2021-07-18,The Change-Up,2011,https://boxd.it/20a4xp,1.5,,,2021-07-17
